,unit_name,report_date,unit_work,unit_parks,unit_retail,unit_grocery,unit_transit,unit_residential,subunit_name,subunit_work,subunit_parks,subunit_retail,subunit_grocery,subunit_transit,subunit_residential
5249,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Fairfax County,-0.5,,-0.54,-0.28,-0.48,0.17
2488,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Falls Church,-0.74,,-0.7,-0.39,,
5250,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Falls Church,-0.74,,-0.73,-0.47,,
2489,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Fauquier County,-0.32,,-0.29,-0.34,,0.2
5251,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Fauquier County,-0.37,,-0.34,-0.36,,0.23
2490,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Floyd County,-0.29,,-0.32,,,
5252,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Floyd County,-0.34,,-0.37,,,
2491,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Fluvanna County,-0.34,,-0.79,-0.31,,
5253,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Fluvanna County,-0.38,,-0.79,-0.34,,
2492,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Franklin,-0.25,,-0.11,0.22,-0.14,
5254,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Franklin,-0.31,,-0.22,,-0.33,
2493,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Franklin County,-0.28,,-0.16,,,0.13
5255,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Franklin County,-0.35,,-0.24,,,0.16
2494,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Frederick County,-0.29,,-0.37,-0.26,-0.33,0.13
5256,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Frederick County,-0.32,,-0.42,-0.24,-0.41,0.12
2495,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Fredericksburg,-0.39,0.1,-0.51,-0.29,-0.67,
5257,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Fredericksburg,-0.42,0.1,-0.54,-0.31,-0.64,
2496,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Galax,-0.32,,-0.26,0.15,,
5258,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Galax,-0.34,,-0.31,0.12,,
2497,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Giles County,-0.16,,-0.19,,,
5259,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Giles County,-0.26,,-0.26,0.16,,
2498,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Gloucester County,-0.26,,-0.27,0.12,,0.15
5260,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Gloucester County,-0.27,,-0.34,,,0.16
2499,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Goochland County,-0.38,,-0.43,-0.22,,
5261,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Goochland County,-0.36,,-0.44,-0.23,,
2500,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Grayson County,-0.18,,,,,
5262,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Grayson County,-0.26,,,,,
2501,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Greene County,-0.33,,-0.18,-0.15,,
5263,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Greene County,-0.33,,-0.18,-0.18,,
2502,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Greensville County,-0.18,,,,-0.24,
5264,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Greensville County,-0.28,,,,-0.44,
2503,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Halifax County,-0.28,,-0.24,-0.11,,0.12
5265,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Halifax County,-0.25,,-0.26,-0.13,,0.12
2504,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Hampton,-0.32,,-0.34,,,0.1
5266,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Hampton,-0.34,0.17,-0.38,,-0.2,0.11
2505,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Hanover County,-0.38,,-0.37,-0.23,-0.25,0.2
5267,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Hanover County,-0.41,,-0.42,-0.29,-0.29,0.13
2506,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Harrisonburg,-0.36,,-0.51,-0.2,-0.24,0.16
5268,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Harrisonburg,-0.41,,-0.56,-0.23,-0.33,0.19
2507,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Henrico County,-0.36,0.28,-0.42,-0.22,-0.71,0.11
5269,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Henrico County,-0.4,,-0.45,-0.24,-0.76,0.12
2508,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Henry County,-0.28,,-0.17,,,0.11
5270,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Henry County,-0.25,,-0.25,-0.13,,0.13
2509,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Hopewell,-0.29,,-0.31,,,0.11
5271,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Hopewell,-0.33,,-0.19,,,0.11
2510,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Isle of Wight County,-0.33,,-0.26,-0.11,,0.18
5272,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Isle of Wight County,-0.32,,-0.3,-0.1,,0.19
2511,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,James City County,-0.47,,-0.59,,,0.19
5273,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,James City County,-0.46,,-0.59,,,0.21
2512,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,King George County,-0.31,,-0.31,-0.37,-0.28,
5274,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,King George County,-0.32,,-0.38,-0.38,-0.63,
2513,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,King William County,-0.2,,-0.13,,,
5275,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,King William County,-0.32,,-0.24,,,
2514,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,King and Queen County,-0.29,,,,,
5276,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,King and Queen County,-0.34,,,,,
2515,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Lancaster County,-0.25,,,,,
5277,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Lancaster County,-0.22,,-0.23,,,
2516,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Lee County,-0.13,,-0.18,0.1,,
5278,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Lee County,-0.18,,-0.34,0.1,,
2517,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Lexington,,,-0.61,-0.14,,
5279,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Lexington,,,-0.55,-0.21,,
2518,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Loudoun County,-0.44,-0.11,-0.5,-0.24,-0.8,0.15
5280,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Loudoun County,-0.48,,-0.53,-0.25,-0.84,0.15
2519,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Louisa County,-0.32,,-0.22,-0.13,,0.17
5281,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Louisa County,-0.32,,-0.19,-0.22,,0.18
2520,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Lunenburg County,-0.29,,,,,
5282,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Lunenburg County,-0.3,,,,,
2521,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Lynchburg,-0.35,,-0.45,-0.18,,
5283,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Lynchburg,-0.42,,-0.49,-0.18,,0.17
2522,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Madison County,-0.36,,-0.53,-0.34,,
5284,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Madison County,-0.38,,-0.48,-0.27,,
2523,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Manassas,-0.34,,-0.35,-0.16,-0.41,0.19
5285,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Manassas,-0.39,,-0.36,-0.13,-0.51,0.23
2524,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Manassas Park,-0.33,,-0.49,,,
5286,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Manassas Park,-0.44,,-0.6,-0.11,,
2525,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Martinsville,-0.35,,-0.36,,,
5287,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Martinsville,-0.3,,-0.32,,,
2526,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Mathews County,-0.33,,-0.64,,,
5288,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Mathews County,-0.31,,-0.62,,,
2527,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Mecklenburg County,-0.16,,-0.23,,-0.26,
5289,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Mecklenburg County,-0.24,,-0.29,,-0.4,
2528,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Middlesex County,-0.31,,-0.44,0.12,,
5290,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Middlesex County,-0.35,,-0.43,,,
2529,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Montgomery County,-0.35,,-0.53,-0.18,-0.26,
5291,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Montgomery County,-0.43,,-0.57,-0.2,-0.34,0.23
2530,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Nelson County,-0.38,,-0.42,,,
5292,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Nelson County,-0.43,,-0.53,,,
2531,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,New Kent County,-0.41,,-0.22,,-0.4,
5293,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,New Kent County,-0.35,,-0.38,-0.1,-0.5,
2532,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Newport News,-0.31,0.55,-0.37,-0.1,-0.32,
5294,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Newport News,-0.31,0.3,-0.41,-0.11,-0.39,0.1
2533,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Norfolk,-0.31,0.37,-0.36,,-0.56,
5295,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Norfolk,-0.35,,-0.42,-0.12,-0.61,0.1
2534,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Northampton County,-0.14,,-0.32,-0.22,,
5296,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Northampton County,-0.27,,-0.32,-0.33,,
2535,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Northumberland County,-0.24,,-0.31,-0.18,,
5297,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Northumberland County,-0.26,,-0.13,-0.17,,
2536,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Norton,,,-0.29,,,
5298,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Norton,,,-0.44,,,
2537,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Nottoway County,-0.11,,-0.3,0.38,,
5299,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Nottoway County,,,-0.3,0.4,,
2538,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Orange County,-0.23,,-0.25,-0.15,,0.11
5300,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Orange County,-0.36,,-0.25,-0.13,,0.11
2539,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Page County,-0.33,-0.17,-0.14,,,
5301,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Page County,-0.28,-0.21,-0.29,,,
2540,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Patrick County,-0.17,,-0.18,0.25,,
5302,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Patrick County,-0.32,,-0.2,0.19,,
2541,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Petersburg,-0.25,,-0.23,,-0.2,0.13
5303,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Petersburg,-0.26,,-0.26,-0.14,-0.16,0.15
2542,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Pittsylvania County,-0.31,,-0.15,,,0.12
5304,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Pittsylvania County,-0.3,,-0.14,,,0.13
2543,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Poquoson,-0.44,,-0.16,,,
5305,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Poquoson,-0.51,,-0.16,,,
2544,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Portsmouth,-0.34,0.53,-0.2,-0.1,,
5306,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Portsmouth,-0.35,0.22,-0.22,,0.1,0.1
2545,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Powhatan County,-0.37,,-0.26,-0.28,,
5307,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Powhatan County,-0.34,,-0.35,-0.32,,
2546,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Prince Edward County,-0.32,,-0.35,-0.19,,
5308,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Prince Edward County,-0.32,,-0.39,-0.17,,
2547,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Prince George County,-0.28,,-0.29,-0.31,-0.32,0.17
5309,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Prince George County,-0.28,,-0.28,-0.23,-0.35,0.18
2548,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Prince William County,-0.4,0.3,-0.45,-0.22,-0.27,0.13
5310,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Prince William County,-0.45,,-0.48,-0.24,-0.42,0.15
2549,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Pulaski County,-0.31,,-0.13,,,0.13
5311,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Pulaski County,-0.31,,-0.24,,,0.15
2550,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Radford,-0.33,,-0.59,-0.11,,
5312,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Radford,-0.44,,-0.65,-0.13,,
2551,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Rappahannock County,-0.28,,,,,
5313,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Rappahannock County,-0.3,,,,,
2552,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Richmond,-0.37,0.83,-0.47,-0.11,-0.19,0.1
5314,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Richmond,-0.4,0.37,-0.5,,-0.27,0.11
2553,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Richmond County,-0.19,,-0.34,-0.25,,
5315,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Richmond County,-0.24,,-0.25,-0.25,,
2554,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Roanoke,-0.33,0.49,-0.44,,-0.43,
5316,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Roanoke,-0.35,,-0.49,-0.13,-0.5,
2555,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Roanoke County,-0.4,,-0.29,-0.15,,0.1
5317,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Roanoke County,-0.41,,-0.35,-0.22,,0.11
2556,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Rockbridge County,-0.27,,-0.28,,-0.2,
5318,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Rockbridge County,-0.3,,-0.36,,-0.3,
2557,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Rockingham County,-0.27,,-0.29,-0.1,-0.22,
5319,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Rockingham County,-0.32,,-0.4,-0.18,-0.22,0.1
2558,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Russell County,-0.15,,-0.22,-0.14,,
5320,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Russell County,-0.2,,-0.37,-0.22,,
2559,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Salem,-0.3,,-0.33,,,
5321,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Salem,-0.34,,-0.37,,,
2560,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Scott County,-0.26,,-0.18,,,
5322,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Scott County,-0.26,,-0.24,,,
2561,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Shenandoah County,-0.32,,-0.27,-0.1,-0.22,0.16
5323,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Shenandoah County,-0.39,,-0.34,-0.19,-0.3,0.17
2562,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Smyth County,-0.14,,-0.21,,,
5324,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Smyth County,-0.18,,-0.3,,,
2563,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Southampton County,-0.29,,-0.27,,,
5325,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Southampton County,-0.39,,-0.44,,,
2564,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Spotsylvania County,-0.4,,-0.42,-0.17,,0.1
5326,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Spotsylvania County,-0.42,,-0.46,-0.2,,0.12
2565,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Stafford County,-0.4,0.99,-0.32,-0.29,,0.12
5327,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Stafford County,-0.45,0.72,-0.34,-0.33,,0.13
2566,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Staunton,-0.32,,-0.33,-0.15,,
5328,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Staunton,-0.34,,-0.37,-0.15,,
2567,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Suffolk,-0.29,-0.16,-0.32,,,
5329,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Suffolk,-0.32,-0.16,-0.38,-0.1,-0.14,0.12
2568,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Surry County,-0.36,,,,,
5330,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Surry County,-0.34,,,,,
2569,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Sussex County,-0.17,,-0.38,0.18,-0.48,
5331,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Sussex County,-0.29,,-0.47,0.22,-0.59,
2570,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Tazewell County,-0.3,,-0.22,,,0.1
5332,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Tazewell County,-0.26,,-0.21,0.15,,0.11
2571,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Virginia Beach,-0.36,0.38,-0.37,-0.13,,
5333,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Virginia Beach,-0.39,,-0.43,-0.19,-0.27,0.11
2572,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Warren County,-0.32,,-0.23,-0.11,,0.18
5334,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Warren County,-0.34,,-0.31,-0.11,,0.19
2573,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Washington County,-0.24,,-0.42,-0.11,-0.26,0.11
5335,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Washington County,-0.32,,-0.5,-0.1,-0.28,0.13
2574,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Waynesboro,-0.21,,-0.32,-0.12,,
5336,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Waynesboro,-0.28,,-0.41,-0.33,,
2575,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Westmoreland County,-0.31,,-0.32,0.2,,
5337,Virginia,2020-04-05 00:00:00+00:00,-0.39,0.21,-0.44,-0.18,-0.56,0.12,Westmoreland County,-0.35,,-0.41,,,
2576,Virginia,2020-03-29 00:00:00+00:00,-0.36,0.46,-0.39,-0.16,-0.5,0.11,Williamsburg,-0.48,,-0.63,-0.41,,
