,unit_name,report_date,unit_work,unit_parks,unit_retail,unit_grocery,unit_transit,unit_residential,subunit_name,subunit_work,subunit_parks,subunit_retail,subunit_grocery,subunit_transit,subunit_residential
671,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Marshall County,-0.25,,-0.48,-0.19,-0.26,0.21
3428,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Marshall County,-0.27,,-0.39,,-0.24,0.18
672,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Martin County,-0.36,,-0.4,,,
3429,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Martin County,-0.41,,-0.53,,,
673,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Miami County,-0.39,,-0.43,-0.27,,0.16
3430,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Miami County,-0.34,,-0.26,,,0.16
674,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Monroe County,-0.42,0.39,-0.53,-0.33,-0.4,0.12
3431,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Monroe County,-0.44,0.35,-0.55,-0.29,-0.41,0.13
675,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Montgomery County,-0.31,,-0.4,-0.25,-0.35,0.16
3432,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Montgomery County,-0.35,,-0.33,,-0.19,0.15
676,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Morgan County,-0.32,,-0.39,-0.12,,0.2
3433,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Morgan County,-0.38,,-0.41,,,0.18
677,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Newton County,-0.27,,-0.45,,,
3434,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Newton County,-0.22,,-0.18,,,
678,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Noble County,-0.42,,-0.42,-0.26,,0.23
3435,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Noble County,-0.34,,-0.26,,,0.21
679,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Ohio County,-0.53,,,,,
3436,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Ohio County,-0.4,,,,,
680,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Orange County,-0.45,,-0.41,-0.19,,
3437,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Orange County,-0.5,,-0.48,-0.2,,
681,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Owen County,-0.29,,-0.3,-0.21,,
3438,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Owen County,-0.33,,-0.26,,,
682,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Parke County,-0.37,,-0.44,,,
3439,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Parke County,-0.34,,-0.53,0.1,,
683,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Perry County,-0.45,,-0.59,,,
3440,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Perry County,-0.4,,-0.57,0.85,,
684,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Pike County,-0.39,,-0.54,,,
3441,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Pike County,-0.42,,-0.54,,,
685,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Porter County,-0.34,0.2,-0.54,-0.28,-0.39,0.13
3442,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Porter County,-0.38,,-0.47,-0.21,-0.39,0.11
686,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Posey County,-0.22,,-0.25,,,
3443,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Posey County,-0.25,,-0.27,,,
687,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Pulaski County,-0.34,,-0.33,-0.23,,
3444,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Pulaski County,-0.36,,,-0.2,,
688,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Putnam County,-0.26,,-0.45,-0.31,,0.11
3445,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Putnam County,-0.33,,-0.41,-0.14,,0.11
689,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Randolph County,-0.28,,-0.24,-0.14,,
3446,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Randolph County,-0.2,,-0.26,-0.12,,
690,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Ripley County,-0.27,,-0.46,-0.18,,
3447,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Ripley County,-0.33,,-0.51,-0.15,,
691,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Rush County,-0.35,,-0.44,-0.11,,
3448,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Rush County,-0.38,,-0.39,,,
692,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Scott County,-0.33,,-0.3,,,
3449,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Scott County,-0.27,,-0.36,,,
693,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Shelby County,-0.32,,-0.46,-0.18,-0.43,0.21
3450,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Shelby County,-0.35,,-0.49,-0.14,-0.47,0.18
694,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Spencer County,-0.24,,-0.45,0.15,,
3451,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Spencer County,-0.26,,-0.44,0.19,,
695,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,St. Joseph County,-0.35,-0.17,-0.53,-0.26,-0.37,0.11
3452,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,St. Joseph County,-0.34,,-0.46,-0.15,-0.29,
696,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Starke County,-0.25,,-0.5,-0.1,,
3453,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Starke County,-0.21,,-0.23,0.11,,
697,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Steuben County,-0.37,,-0.49,-0.32,-0.29,0.19
3454,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Steuben County,-0.36,,-0.4,-0.17,-0.32,0.2
698,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Sullivan County,-0.2,,-0.38,-0.17,,
3455,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Sullivan County,-0.29,,-0.38,,,
699,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Switzerland County,-0.44,,,-0.34,,
3456,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Switzerland County,-0.46,,,-0.2,,
700,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Tippecanoe County,-0.41,,-0.57,-0.37,-0.27,0.12
3457,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Tippecanoe County,-0.4,0.82,-0.52,-0.28,,0.11
701,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Tipton County,-0.33,,-0.46,-0.22,,
3458,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Tipton County,-0.38,,-0.35,,,
702,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Union County,-0.39,0.8,,,,
3459,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Union County,-0.37,0.8,,,,
703,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Vanderburgh County,-0.29,-0.16,-0.41,-0.16,-0.53,0.1
3460,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Vanderburgh County,-0.31,0.29,-0.44,-0.17,-0.45,0.1
704,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Vermillion County,-0.2,,-0.34,,-0.32,
3461,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Vermillion County,-0.23,,-0.31,,-0.22,
705,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Vigo County,-0.36,-0.12,-0.47,-0.24,,
3462,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Vigo County,-0.37,,-0.48,-0.2,-0.15,0.1
706,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Wabash County,-0.26,,-0.5,-0.36,,
3463,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Wabash County,-0.31,,-0.38,,,
707,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Warren County,-0.32,,,,,
3464,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Warren County,-0.34,,,,,
708,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Warrick County,-0.3,,-0.23,,,0.22
3465,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Warrick County,-0.32,,-0.36,-0.13,,0.21
709,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Washington County,-0.25,,-0.27,-0.22,,0.11
3466,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Washington County,-0.24,,-0.4,-0.18,,0.11
710,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Wayne County,-0.32,,-0.48,-0.3,-0.18,0.12
3467,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Wayne County,-0.31,,-0.48,-0.24,-0.27,0.1
711,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,Wells County,-0.29,,-0.35,-0.12,,0.11
3468,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,Wells County,-0.3,,-0.3,,,0.11
712,Indiana,2020-03-29 00:00:00+00:00,-0.36,0.24,-0.48,-0.25,-0.34,0.11,White County,-0.39,,-0.38,-0.12,-0.22,
3469,Indiana,2020-04-05 00:00:00+00:00,-0.37,0.54,-0.45,-0.17,-0.35,0.1,White County,-0.28,,-0.24,,-0.34,
713,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Adair County,-0.33,,-0.46,,,
3470,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Adair County,-0.36,,-0.44,,,
714,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Allamakee County,-0.22,,-0.57,-0.27,,
3471,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Allamakee County,-0.25,,-0.75,,,
715,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Appanoose County,-0.24,,-0.21,0.26,,
3472,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Appanoose County,-0.26,,,0.52,,
716,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Audubon County,-0.28,,,,,
3473,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Audubon County,-0.28,,,,,
717,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Benton County,-0.33,,-0.54,-0.1,,
3474,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Benton County,-0.33,,-0.16,0.25,,
718,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Black Hawk County,-0.3,0.11,-0.46,-0.23,-0.14,0.1
3475,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Black Hawk County,-0.3,-0.25,-0.43,,,
719,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Boone County,-0.22,,-0.32,-0.21,,0.14
3476,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Boone County,-0.28,,-0.28,-0.21,,0.14
720,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Bremer County,-0.34,,-0.36,-0.24,,
3477,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Bremer County,-0.31,,-0.32,-0.12,,
721,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Buchanan County,-0.23,,-0.39,-0.13,,
3478,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Buchanan County,-0.25,,-0.29,,,
722,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Buena Vista County,-0.13,,-0.28,,,
3479,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Buena Vista County,-0.16,,-0.31,-0.15,,
723,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Butler County,-0.3,,,-0.15,,
3480,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Butler County,-0.32,,,,,
724,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Calhoun County,-0.29,,,-0.12,,
3481,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Calhoun County,-0.27,,,-0.12,,
725,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Carroll County,-0.29,,-0.34,,,
3482,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Carroll County,-0.2,,-0.29,0.13,,
726,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Cass County,-0.16,,-0.23,,,
3483,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Cass County,-0.16,,-0.32,0.13,,
727,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Cedar County,-0.18,,-0.44,-0.23,0.14,
3484,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Cedar County,-0.22,,-0.3,,,
728,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Cerro Gordo County,-0.29,,-0.46,-0.13,-0.44,0.17
3485,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Cerro Gordo County,-0.26,,-0.38,,-0.26,0.2
729,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Cherokee County,-0.2,,-0.75,,,
3486,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Cherokee County,-0.33,,-0.76,,,
730,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Chickasaw County,-0.25,,-0.56,-0.28,,
3487,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Chickasaw County,-0.27,,-0.25,-0.18,,
731,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Clarke County,-0.17,,-0.3,,-0.29,
3488,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Clarke County,-0.24,,-0.27,,-0.38,
732,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Clay County,-0.17,,-0.27,-0.18,,
3489,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Clay County,-0.26,,-0.33,-0.12,,
733,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Clayton County,-0.19,,-0.61,-0.12,,
3490,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Clayton County,-0.26,,-0.59,,,
734,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Clinton County,-0.24,,-0.41,0.18,,0.16
3491,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Clinton County,-0.28,,-0.25,0.48,,0.16
735,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Crawford County,-0.23,,-0.34,,,
3492,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Crawford County,-0.15,,-0.38,,,
736,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Dallas County,-0.34,,-0.6,-0.4,,0.25
3493,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Dallas County,-0.37,,-0.59,-0.39,,0.27
737,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Davis County,-0.21,0.8,,,,
3494,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Davis County,-0.23,0.8,,,,
738,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Decatur County,-0.25,,,,,
3495,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Decatur County,-0.2,,,,,
739,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Delaware County,-0.22,,-0.4,-0.2,,
3496,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Delaware County,-0.13,,-0.33,0.19,,
740,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Des Moines County,-0.24,,-0.4,,-0.32,0.14
3497,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Des Moines County,-0.27,,-0.33,0.14,-0.26,0.15
741,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Dickinson County,-0.2,-0.5,-0.29,,,
3498,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Dickinson County,-0.31,,-0.33,0.12,,
742,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Dubuque County,-0.34,-0.25,-0.53,,-0.63,0.15
3499,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Dubuque County,-0.31,,-0.43,,-0.51,0.13
743,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Emmet County,-0.32,,-0.42,0.11,,
3500,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Emmet County,-0.33,,-0.17,0.11,,
744,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Fayette County,-0.2,,-0.36,-0.11,,
3501,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Fayette County,-0.24,,-0.15,,,
745,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Floyd County,-0.16,,-0.4,-0.21,,
3502,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Floyd County,-0.18,,-0.28,-0.12,-0.28,
746,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Franklin County,-0.25,,-0.47,-0.16,,
3503,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Franklin County,-0.32,,-0.39,,,
747,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Fremont County,-0.15,,-0.65,,-0.16,
3504,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Fremont County,-0.31,,-0.45,,-0.28,
748,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Greene County,-0.31,,-0.51,,,
3505,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Greene County,-0.38,,-0.45,,,
749,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Grundy County,-0.29,,-0.7,-0.33,,
3506,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Grundy County,-0.33,,-0.64,-0.25,,
750,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Guthrie County,-0.34,,,,,
3507,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Guthrie County,-0.36,,,,,
751,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Hamilton County,,,-0.27,,-0.39,
3508,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Hamilton County,,,-0.23,,-0.39,
752,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Hancock County,-0.34,,,-0.22,,
3509,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Hancock County,-0.37,,,,,
753,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Hardin County,-0.25,,-0.52,0.15,,
3510,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Hardin County,-0.3,,-0.4,0.26,,
754,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Harrison County,-0.19,,-0.26,,,
3511,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Harrison County,-0.11,,-0.3,,,
755,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Henry County,-0.3,,-0.28,-0.17,-0.17,
3512,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Henry County,-0.18,,-0.27,0.12,-0.29,
756,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Howard County,-0.21,,-0.69,,,
3513,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Howard County,-0.3,,-0.37,,,
757,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Humboldt County,-0.32,,-0.45,,,
3514,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Humboldt County,-0.36,,-0.39,,,
758,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Ida County,-0.22,0.8,,,,
3515,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Ida County,-0.27,0.8,,,,
759,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Iowa County,-0.41,,-0.8,,,
3516,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Iowa County,-0.36,,-0.71,,,
760,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Jackson County,-0.24,,-0.37,-0.1,,
3517,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Jackson County,-0.2,,-0.26,0.16,,
761,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Jasper County,-0.22,,-0.4,0.6,,0.11
3518,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Jasper County,-0.21,,-0.35,0.97,,0.12
762,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Jefferson County,-0.34,,-0.4,,,
3519,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Jefferson County,-0.2,,-0.39,,,
763,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Johnson County,-0.36,,-0.58,-0.36,-0.24,0.13
3520,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Johnson County,-0.38,-0.26,-0.52,-0.3,-0.18,0.11
764,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Jones County,-0.3,,-0.43,,,
3521,Iowa,2020-04-05 00:00:00+00:00,-0.29,,-0.39,,-0.28,,Jones County,-0.2,,-0.37,0.14,,
765,Iowa,2020-03-29 00:00:00+00:00,-0.29,0.41,-0.43,-0.1,-0.28,0.1,Keokuk County,-0.21,0.8,,,,
